country,year,GDP,life_expectancy,pop,decade,region
Niger,1991,918,47.5,8168834,1990,Sub-Saharan Africa
Nigeria,1991,2936,55.4,98085436,1990,Sub-Saharan Africa
Niue,1991,NA,NA,2291,1990,East Asia & Pacific
Norfolk Island,1991,NA,NA,1907,1990,East Asia & Pacific
Northern Cyprus,1991,NA,NA,NA,1990,Europe & Central Asia
Northern Mariana Islands,1991,NA,NA,46719,1990,East Asia & Pacific
Norway,1991,44419,77.1,4262367,1990,Europe & Central Asia
Oman,1991,35728,71.1,1892345,1990,Middle East & North Africa
Pakistan,1991,3026,62.4,110634399,1990,South Asia
Palau,1991,15886,NA,15471,1990,East Asia & Pacific
Panama,1991,7997,75.2,2522901,1990,America
Papua New Guinea,1991,1717,55.7,4261933,1990,East Asia & Pacific
Paraguay,1991,6037,74.2,4323402,1990,America
Peru,1991,5290,69.7,22283130,1990,America
Philippines,1991,3891,68.5,63509940,1990,East Asia & Pacific
Pitcairn,1991,NA,NA,64,1990,East Asia & Pacific
Poland,1991,9347,70.7,38297549,1990,Europe & Central Asia
Portugal,1991,21216,74.3,9909574,1990,Europe & Central Asia
Puerto Rico,1991,25311,75.828,3551582,1990,America
Qatar,1991,70806,77,485114,1990,Middle East & North Africa
Reunion,1991,NA,76.077,622414,1990,Sub-Saharan Africa
Romania,1991,10059,70.3,23454143,1990,Europe & Central Asia
Russia,1991,18332,69.4,148040354,1990,Europe & Central Asia
Rwanda,1991,863,48.9,7071393,1990,Sub-Saharan Africa
St. Barthélemy,1991,NA,NA,5215,1990,NA
St. Helena,1991,NA,NA,5488,1990,NA
St. Kitts and Nevis,1991,14253,NA,41009,1990,NA
St. Lucia,1991,8077,70.5,140159,1990,NA
St. Martin,1991,NA,NA,25197,1990,NA
St. Vincent and the Grenadines,1991,5745,69.7,107811,1990,NA
St.-Pierre-et-Miquelon,1991,NA,NA,6296,1990,NA
Samoa,1991,3539,68.5,164073,1990,East Asia & Pacific
San Marino,1991,34302,NA,24385,1990,Europe & Central Asia
Sao Tome and Principe,1991,2235,64.5,115900,1990,Sub-Saharan Africa
Saudi Arabia,1991,37688,73.2,16890555,1990,Middle East & North Africa
Senegal,1991,1846,58.3,7749559,1990,Sub-Saharan Africa
Serbia,1991,13278,73.2,9603621,1990,Europe & Central Asia
Serbia and Montenegro,1991,NA,NA,10197998,1990,Europe & Central Asia
Serbia excluding Kosovo,1991,NA,NA,7699212,1990,Europe & Central Asia
Seychelles,1991,14351,69.5,71496,1990,Sub-Saharan Africa
Sierra Leone,1991,1361,50.9,3945899,1990,Sub-Saharan Africa
Singapore,1991,35583,75.8,3100091,1990,East Asia & Pacific
Slovak Republic,1991,12223,70.9,5298080,1990,Europe & Central Asia
Slovenia,1991,17370,73.7,2007918,1990,Europe & Central Asia
Solomon Islands,1991,1847,60.4,320764,1990,East Asia & Pacific
Somalia,1991,921,51.1,6319531,1990,Sub-Saharan Africa
Somaliland,1991,NA,NA,NA,1990,Sub-Saharan Africa
South Africa,1991,10049,64.9,37692367,1990,Sub-Saharan Africa
South Ossetia,1991,NA,NA,NA,1990,Europe & Central Asia
Spain,1991,24684,77.1,39287043,1990,Europe & Central Asia
Sri Lanka,1991,3442,72.4,17540762,1990,South Asia
Sudan,1991,1830,61.6,20861117,1990,Sub-Saharan Africa
Suriname,1991,10759,68.4,416068,1990,America
Svalbard,1991,NA,NA,3419,1990,Europe & Central Asia
Swaziland,1991,4793,62.4,887248,1990,Sub-Saharan Africa
Sweden,1991,30340,77.8,8616535,1990,Europe & Central Asia
Switzerland,1991,45599,77.7,6739995,1990,Europe & Central Asia
Syria,1991,3991,70,12817578,1990,Middle East & North Africa
Taiwan,1991,21996,74.1,20485667,1990,East Asia & Pacific
Tajikistan,1991,3302,64.8,5417554,1990,Europe & Central Asia
Tanzania,1991,1453,56.8,26307482,1990,Sub-Saharan Africa
Thailand,1991,6841,71.7,57225972,1990,East Asia & Pacific
Timor-Leste,1991,1121,59.5,764884,1990,East Asia & Pacific
Togo,1991,1306,58.6,3886858,1990,Sub-Saharan Africa
Tokelau,1991,NA,NA,1583,1990,East Asia & Pacific
Tonga,1991,3795,68.8,95304,1990,East Asia & Pacific
Transnistria,1991,NA,NA,NA,1990,Europe & Central Asia
Trinidad and Tobago,1991,13735,69.7,1229906,1990,America
Tunisia,1991,5604,72.2,8417689,1990,Middle East & North Africa
Turkey,1991,10568,67.6,54909508,1990,Europe & Central Asia
Turkmenistan,1991,7748,63.3,3772350,1990,Europe & Central Asia
Turks and Caicos Islands,1991,11226,NA,12205,1990,America
Tuvalu,1991,2441,NA,9056,1990,East Asia & Pacific
Uganda,1991,782,50.9,17973428,1990,Sub-Saharan Africa
Ukraine,1991,9588,69.4,51360720,1990,Europe & Central Asia
United Arab Emirates,1991,109658,72.4,1913190,1990,Middle East & North Africa
United Kingdom,1991,26017,76,57264600,1990,Europe & Central Asia
United States,1991,36543,75.6,255367160,1990,America
Uruguay,1991,10118,73.2,3132048,1990,America
USSR,1991,NA,NA,289925580,1990,Europe & Central Asia
Uzbekistan,1991,2953,67.5,20970307,1990,Europe & Central Asia
Wallis et Futuna,1991,NA,NA,13912,1990,East Asia & Pacific
Vanuatu,1991,2557,62.6,150779,1990,East Asia & Pacific
Venezuela,1991,15577,72.8,20332247,1990,America
West Bank and Gaza,1991,2027,70.6,2190716,1990,Middle East & North Africa
West Germany,1991,NA,NA,63714178,1990,Europe & Central Asia
Western Sahara,1991,NA,62.636,223795,1990,Middle East & North Africa
Vietnam,1991,1562,69.5,69670620,1990,East Asia & Pacific
Virgin Islands (U.S.),1991,NA,77.574,103613,1990,America
North Yemen (former),1991,NA,NA,9971777,1990,NA
South Yemen (former),1991,NA,NA,2775637,1990,NA
Yemen,1991,3482,60.4,12571240,1990,NA
Yugoslavia,1991,NA,NA,22958130,1990,Europe & Central Asia
Zambia,1991,2348,50,8361381,1990,Sub-Saharan Africa
Zimbabwe,1991,2604,62.7,10763036,1990,Sub-Saharan Africa
Åland,1991,NA,80,24719,1990,Europe & Central Asia
South Sudan,1991,2089,52.6,5698998,1990,Sub-Saharan Africa
Abkhazia,1992,NA,NA,NA,1990,Europe & Central Asia
Afghanistan,1992,941,50.4,13745630,1990,South Asia
Akrotiri and Dhekelia,1992,NA,NA,14328,1990,Europe & Central Asia
Albania,1992,2877,73.4,3240613,1990,Europe & Central Asia
Algeria,1992,9693,71.1,27180921,1990,Middle East & North Africa
American Samoa,1992,NA,NA,49597,1990,East Asia & Pacific
Andorra,1992,27218,81,58904,1990,Europe & Central Asia
Angola,1992,3656,50.7,11848971,1990,Sub-Saharan Africa
Anguilla,1992,NA,NA,8979,1990,America
Antigua and Barbuda,1992,17226,72.1,63434,1990,America
Argentina,1992,10130,72.8,33655149,1990,America
Armenia,1992,1973,69.4,3449497,1990,Europe & Central Asia
Aruba,1992,38238,73.852,68235,1990,America
Australia,1992,27895,77.7,17538387,1990,East Asia & Pacific
Austria,1992,32113,76,7813393,1990,Europe & Central Asia
Azerbaijan,1992,6346,65.1,7450920,1990,Europe & Central Asia
Bahamas,1992,21555,68.9,266133,1990,America
Bahrain,1992,39854,71.8,522748,1990,Middle East & North Africa
Bangladesh,1992,1327,60.1,110987459,1990,South Asia
Barbados,1992,11911,73.2,262184,1990,America
Belarus,1992,7201,69.6,10234863,1990,Europe & Central Asia
Belgium,1992,31596,76.4,10050405,1990,Europe & Central Asia
Belize,1992,6154,71.7,194321,1990,America
Benin,1992,1359,57.9,5378226,1990,Sub-Saharan Africa
Bermuda,1992,39584,NA,61680,1990,America
Bhutan,1992,2463,60.5,528085,1990,South Asia
Bolivia,1992,3817,63.6,7131699,1990,America
Bosnia and Herzegovina,1992,1970,68.1,4301169,1990,Europe & Central Asia
Botswana,1992,8436,66.9,1460453,1990,Sub-Saharan Africa
Brazil,1992,10104,69.7,155379009,1990,America
British Virgin Islands,1992,NA,NA,17343,1990,America
Brunei,1992,78688,73.9,271989,1990,East Asia & Pacific
Bulgaria,1992,8089,71.2,8653527,1990,Europe & Central Asia
Burkina Faso,1992,851,52.4,9297116,1990,Sub-Saharan Africa
Burundi,1992,1062,48.4,5895131,1990,Sub-Saharan Africa
Cambodia,1992,1096,59.5,9659238,1990,East Asia & Pacific
Cameroon,1992,2434,58.1,12796739,1990,Sub-Saharan Africa
Canada,1992,29977,77.7,28353843,1990,America
Cape Verde,1992,1728,69,358473,1990,Sub-Saharan Africa
Cayman Islands,1992,55811,NA,27402,1990,America
Central African Republic,1992,839,46.8,3089141,1990,NA
Chad,1992,1223,54.1,6350174,1990,Sub-Saharan Africa
Channel Islands,1992,NA,77.871,142258,1990,Europe & Central Asia
Chile,1992,10744,74.8,13566942,1990,America
China,1992,1845,68.6,1188450231,1990,East Asia & Pacific
Christmas Island,1992,NA,NA,1995,1990,East Asia & Pacific
Cocos Island,1992,NA,NA,570,1990,East Asia & Pacific
Colombia,1992,8014,71,35558683,1990,America
Comoros,1992,1561,57.6,440252,1990,Sub-Saharan Africa
"Congo, Dem. Rep.",1992,963,53,37783835,1990,Sub-Saharan Africa
"Congo, Rep.",1992,5248,54.7,2514907,1990,Sub-Saharan Africa
Cook Is,1992,NA,NA,17909,1990,NA
Costa Rica,1992,7816,76.6,3257463,1990,America
Cote d'Ivoire,1992,3019,55.3,13046907,1990,Sub-Saharan Africa
Croatia,1992,12269,72.9,4732864,1990,Europe & Central Asia
Cuba,1992,10637,74.8,10735775,1990,America
Cyprus,1992,24891,78.3,800660,1990,Europe & Central Asia
Czech Republic,1992,17470,72.3,10333930,1990,NA
Czechoslovakia,1992,NA,NA,15618456,1990,Europe & Central Asia
Denmark,1992,34152,75.4,5171304,1990,Europe & Central Asia
Djibouti,1992,2736,60,627063,1990,Middle East & North Africa
Dominica,1992,6833,71.2,70978,1990,America
Dominican Republic,1992,5657,71.8,7468551,1990,NA
East Germany,1992,NA,NA,15937542,1990,Europe & Central Asia
Ecuador,1992,7672,71.8,10705670,1990,America
Egypt,1992,6134,65.8,58922018,1990,Middle East & North Africa
El Salvador,1992,4811,70.2,5392142,1990,America
Equatorial Guinea,1992,1310,51,404081,1990,Sub-Saharan Africa
Eritrea,1992,1040,53.9,3160617,1990,Sub-Saharan Africa
Eritrea and Ethiopia,1992,NA,NA,55510719,1990,Sub-Saharan Africa
Estonia,1992,10523,68.8,1520879,1990,Europe & Central Asia
Ethiopia,1992,516,48.9,51602776,1990,Sub-Saharan Africa
Faeroe Islands,1992,NA,NA,46574,1990,Europe & Central Asia
Falkland Is (Malvinas),1992,NA,NA,2144,1990,NA
Fiji,1992,5751,64,744534,1990,East Asia & Pacific
Finland,1992,25726,75.8,5034898,1990,Europe & Central Asia
France,1992,30033,77.5,57495252,1990,Europe & Central Asia
French Guiana,1992,NA,74.915,125083,1990,America
French Polynesia,1992,NA,72.669,205269,1990,East Asia & Pacific
Gabon,1992,18868,60.2,1004598,1990,Sub-Saharan Africa
Gambia,1992,1513,57.9,979701,1990,Sub-Saharan Africa
Georgia,1992,3435,70,5345624,1990,Europe & Central Asia
Germany,1992,33221,75.9,80075940,1990,Europe & Central Asia
Ghana,1992,1985,60.8,15471527,1990,Sub-Saharan Africa
Gibraltar,1992,NA,NA,27035,1990,Europe & Central Asia
Greece,1992,21442,77.1,10321044,1990,Europe & Central Asia
Greenland,1992,16391,67.67,55854,1990,Europe & Central Asia
Grenada,1992,7565,70.8,97201,1990,America
Guadeloupe,1992,NA,77.43,398014,1990,America
Guam,1992,NA,75.371,136696,1990,East Asia & Pacific
Guatemala,1992,5514,64.2,9619113,1990,America
Guernsey,1992,NA,NA,61667,1990,Europe & Central Asia
Guinea,1992,1068,53,6751394,1990,Sub-Saharan Africa
Guinea-Bissau,1992,1588,51.6,1104708,1990,Sub-Saharan Africa
Guyana,1992,3703,65.3,717621,1990,America
Haiti,1992,1873,54.9,7386974,1990,America
Holy See,1992,NA,NA,775,1990,Europe & Central Asia
Honduras,1992,3308,68.4,5179557,1990,America
"Hong Kong, China",1992,29789,80.733,5914576,1990,East Asia & Pacific
Hungary,1992,14474,69.1,10364661,1990,Europe & Central Asia
Iceland,1992,26977,78.5,259895,1990,Europe & Central Asia
India,1992,1821,58.3,906461358,1990,South Asia
Indonesia,1992,5131,65.7,187762097,1990,East Asia & Pacific
Iran,1992,10792,68.4,58130099,1990,Middle East & North Africa
Iraq,1992,5048,68.9,18468521,1990,Middle East & North Africa
Ireland,1992,23371,75.3,3582342,1990,Europe & Central Asia
Isle of Man,1992,NA,NA,71306,1990,Europe & Central Asia
Israel,1992,17749,76.6,4806983,1990,Middle East & North Africa
Italy,1992,31437,77.3,57062760,1990,Europe & Central Asia
Jamaica,1992,7792,74.6,2422783,1990,America
Japan,1992,30610,79.4,123180357,1990,East Asia & Pacific
Jersey,1992,NA,NA,84749,1990,Europe & Central Asia
Jordan,1992,7242,72.4,3743944,1990,Middle East & North Africa
Kazakhstan,1992,10669,65.5,16433379,1990,Europe & Central Asia
Kenya,1992,2239,62.3,25029754,1990,Sub-Saharan Africa
Kiribati,1992,1388,57.9,74773,1990,East Asia & Pacific
North Korea,1992,1745,68.4,20838082,1990,NA
South Korea,1992,13744,73,43708170,1990,NA
"United Korea (former)
",1992,NA,NA,NA,NA,NA
Kosovo,1992,7666,NA,2228327,1990,Europe & Central Asia
Kuwait,1992,50924,78.4,1909096,1990,Middle East & North Africa
Kyrgyz Republic,1992,2681,64.8,4477038,1990,NA
Lao,1992,1686,56.7,4496971,1990,NA
Latvia,1992,8057,67.9,2611306,1990,Europe & Central Asia
Lebanon,1992,10699,73.3,2821868,1990,Middle East & North Africa
Lesotho,1992,1395,61,1660360,1990,Sub-Saharan Africa
Liberia,1992,290,51.6,2028672,1990,Sub-Saharan Africa
Libya,1992,28944,73.6,4596811,1990,Middle East & North Africa
Liechtenstein,1992,NA,NA,29503,1990,Europe & Central Asia
Lithuania,1992,12629,69.8,3690788,1990,Europe & Central Asia
Luxembourg,1992,61310,75.6,391400,1990,Europe & Central Asia
"Macao, China",1992,41375,77.833,377799,1990,East Asia & Pacific
"Macedonia, FYR",1992,8454,72.7,1977033,1990,Europe & Central Asia
Madagascar,1992,1482,56.9,12263899,1990,Sub-Saharan Africa
Malawi,1992,527,48.7,9682918,1990,Sub-Saharan Africa
Malaysia,1992,11491,72.6,19204700,1990,East Asia & Pacific
Maldives,1992,4699,67.4,236053,1990,South Asia
Mali,1992,1159,49.4,8891141,1990,Sub-Saharan Africa
Malta,1992,18100,78.3,362492,1990,Europe & Central Asia
Marshall Islands,1992,3030,64.3,49382,1990,East Asia & Pacific
Martinique,1992,NA,78.495,362762,1990,America
Mauritania,1992,2745,60.7,2140250,1990,Sub-Saharan Africa
Mauritius,1992,8219,69.8,1082958,1990,Sub-Saharan Africa
Mayotte,1992,NA,76.009,105826,1990,Sub-Saharan Africa
Mexico,1992,12925,72.7,89110043,1990,America
"Micronesia, Fed. Sts.",1992,2933,62.5,101412,1990,East Asia & Pacific
Moldova,1992,3822,67.7,4375312,1990,Europe & Central Asia
Monaco,1992,43703,NA,29864,1990,Europe & Central Asia
Mongolia,1992,4132,61.5,2243506,1990,East Asia & Pacific
Montenegro,1992,10808,73.9,617174,1990,Europe & Central Asia
Montserrat,1992,NA,NA,10856,1990,America
Morocco,1992,3930,69,25866445,1990,Middle East & North Africa
Mozambique,1992,435,52.1,14203987,1990,Sub-Saharan Africa
Myanmar,1992,1784,58.6,43126260,1990,East Asia & Pacific
Namibia,1992,6198,62.4,1513689,1990,Sub-Saharan Africa
Nauru,1992,19946,NA,9544,1990,East Asia & Pacific
Nepal,1992,1306,59.8,19765570,1990,South Asia
Netherlands,1992,33377,77.3,15128288,1990,Europe & Central Asia
Netherlands Antilles,1992,NA,74.759,191730,1990,America
New Caledonia,1992,NA,73.701,176310,1990,East Asia & Pacific
New Zealand,1992,22651,76.1,3502765,1990,East Asia & Pacific
Ngorno-Karabakh,1992,NA,NA,NA,1990,Europe & Central Asia
Nicaragua,1992,2888,71.6,4331273,1990,America
Niger,1992,830,48,8442330,1990,Sub-Saharan Africa
Nigeria,1992,2875,55.5,100592458,1990,Sub-Saharan Africa
Niue,1992,NA,NA,2259,1990,East Asia & Pacific
Norfolk Island,1992,NA,NA,1883,1990,East Asia & Pacific
Northern Cyprus,1992,NA,NA,NA,1990,Europe & Central Asia
Northern Mariana Islands,1992,NA,NA,49429,1990,East Asia & Pacific
Norway,1992,45742,77.3,4285504,1990,Europe & Central Asia
Oman,1992,37147,71.4,1979914,1990,Middle East & North Africa
Pakistan,1992,3174,62.3,113616165,1990,South Asia
Palau,1992,14474,NA,15894,1990,East Asia & Pacific
Panama,1992,8476,75.3,2575330,1990,America
Papua New Guinea,1992,1907,55.8,4369407,1990,East Asia & Pacific
Paraguay,1992,5988,74.1,4432738,1990,America
Peru,1992,5160,70,22737056,1990,America
Philippines,1992,3813,68.6,65078901,1990,East Asia & Pacific
Pitcairn,1992,NA,NA,63,1990,East Asia & Pacific
Poland,1992,9553,71.1,38396826,1990,Europe & Central Asia
Portugal,1992,21464,74.5,9943197,1990,Europe & Central Asia
Puerto Rico,1992,26169,76.2,3586848,1990,America
Qatar,1992,77977,77,489668,1990,Middle East & North Africa
Reunion,1992,NA,76.382,634799,1990,Sub-Saharan Africa
Romania,1992,9253,70.1,23373155,1990,Europe & Central Asia
Russia,1992,15661,68,148322473,1990,Europe & Central Asia
Rwanda,1992,973,48.3,6712924,1990,Sub-Saharan Africa
St. Barthélemy,1992,NA,NA,5396,1990,NA
St. Helena,1992,NA,NA,5435,1990,NA
St. Kitts and Nevis,1992,14600,NA,41360,1990,NA
St. Lucia,1992,8536,70.7,141934,1990,NA
St. Martin,1992,NA,NA,25425,1990,NA
St. Vincent and the Grenadines,1992,6166,69.7,108001,1990,NA
St.-Pierre-et-Miquelon,1992,NA,NA,6304,1990,NA
Samoa,1992,3500,68.8,165568,1990,East Asia & Pacific
San Marino,1992,34112,NA,24755,1990,Europe & Central Asia
Sao Tome and Principe,1992,2207,64.7,118346,1990,Sub-Saharan Africa
Saudi Arabia,1992,38237,73.5,17398523,1990,Middle East & North Africa
Senegal,1992,1813,58.5,7990736,1990,Sub-Saharan Africa
Serbia,1992,9531,73.5,9702958,1990,Europe & Central Asia
Serbia and Montenegro,1992,NA,NA,10407268,1990,Europe & Central Asia
Serbia excluding Kosovo,1992,NA,NA,7604676,1990,Europe & Central Asia
Seychelles,1992,15185,69.7,72706,1990,Sub-Saharan Africa
Sierra Leone,1992,1109,51.3,3929182,1990,Sub-Saharan Africa
Singapore,1992,36978,76.3,3193042,1990,East Asia & Pacific
Slovak Republic,1992,11364,71.3,5317480,1990,Europe & Central Asia
Slovenia,1992,16351,73.8,2005535,1990,Europe & Central Asia
Solomon Islands,1992,2024,60.6,329984,1990,East Asia & Pacific
Somalia,1992,813,51.9,6294017,1990,Sub-Saharan Africa
Somaliland,1992,NA,NA,NA,1990,Sub-Saharan Africa
South Africa,1992,9631,65,38646788,1990,Sub-Saharan Africa
South Ossetia,1992,NA,NA,NA,1990,Europe & Central Asia
Spain,1992,24831,77.4,39397403,1990,Europe & Central Asia
Sri Lanka,1992,3561,72.9,17741793,1990,South Asia
Sudan,1992,1892,61.8,21820588,1990,Sub-Saharan Africa
Suriname,1992,10588,68.3,423572,1990,America
Svalbard,1992,NA,NA,3244,1990,Europe & Central Asia
Swaziland,1992,4835,62.2,907947,1990,Sub-Saharan Africa
Sweden,1992,29813,78.1,8677787,1990,Europe & Central Asia
Switzerland,1992,45080,77.9,6814186,1990,Europe & Central Asia
Syria,1992,4399,70.4,13186187,1990,Middle East & North Africa
Taiwan,1992,23207,74.3,20688333,1990,East Asia & Pacific
Tajikistan,1992,2300,62.6,5523207,1990,Europe & Central Asia
Tanzania,1992,1413,56.4,27203865,1990,Sub-Saharan Africa
Thailand,1992,7333,71.5,57761574,1990,East Asia & Pacific
Timor-Leste,1992,1195,60.1,792846,1990,East Asia & Pacific
Togo,1992,1223,58.8,3984356,1990,Sub-Saharan Africa
Tokelau,1992,NA,NA,1558,1990,East Asia & Pacific
Tonga,1992,3800,68.9,95421,1990,East Asia & Pacific
Transnistria,1992,NA,NA,NA,1990,Europe & Central Asia
Trinidad and Tobago,1992,13426,69.6,1237486,1990,America
Tunisia,1992,5920,72.5,8603226,1990,Middle East & North Africa
Turkey,1992,10920,67.9,55811134,1990,Europe & Central Asia
Turkmenistan,1992,6402,63.2,3881973,1990,Europe & Central Asia
Turks and Caicos Islands,1992,11612,NA,12970,1990,America
Tuvalu,1992,2496,NA,9103,1990,East Asia & Pacific
Uganda,1992,781,50.2,18571527,1990,Sub-Saharan Africa
Ukraine,1992,8633,68.8,51314080,1990,Europe & Central Asia
United Arab Emirates,1992,107416,72.5,2019014,1990,Middle East & North Africa
United Kingdom,1992,26062,76.3,57419469,1990,Europe & Central Asia
United States,1992,37321,75.8,257908206,1990,America
Uruguay,1992,10841,73.4,3154853,1990,America
USSR,1992,NA,NA,290887201,1990,Europe & Central Asia
Uzbekistan,1992,2561,67.3,21416399,1990,Europe & Central Asia
Wallis et Futuna,1992,NA,NA,13955,1990,East Asia & Pacific
Vanuatu,1992,2548,62.6,155242,1990,East Asia & Pacific
Venezuela,1992,16143,72.9,20799471,1990,America
West Bank and Gaza,1992,2386,70.9,2287375,1990,Middle East & North Africa
West Germany,1992,NA,NA,63999598,1990,Europe & Central Asia
Western Sahara,1992,NA,63.154,230948,1990,Middle East & North Africa
Vietnam,1992,1667,69.8,71129537,1990,East Asia & Pacific
Virgin Islands (U.S.),1992,NA,77.797,104342,1990,America
North Yemen (former),1992,NA,NA,10319075,1990,NA
South Yemen (former),1992,NA,NA,2872308,1990,NA
Yemen,1992,3578,60.8,13245003,1990,NA
Yugoslavia,1992,NA,NA,23025402,1990,Europe & Central Asia
Zambia,1992,2253,49.1,8576987,1990,Sub-Saharan Africa
Zimbabwe,1992,2316,61.9,11019717,1990,Sub-Saharan Africa
Åland,1992,NA,80.83,24834,1990,Europe & Central Asia
South Sudan,1992,2137,52.8,5593347,1990,Sub-Saharan Africa
Abkhazia,1993,NA,NA,NA,1990,Europe & Central Asia
Afghanistan,1993,810,50.5,14824371,1990,South Asia
Akrotiri and Dhekelia,1993,NA,NA,14429,1990,Europe & Central Asia
Albania,1993,3172,73.4,3189623,1990,Europe & Central Asia
Algeria,1993,9279,71.3,27785977,1990,Middle East & North Africa
American Samoa,1993,NA,NA,50725,1990,East Asia & Pacific
Andorra,1993,26011,81.2,61003,1990,Europe & Central Asia
Angola,1993,2663,49.6,12246786,1990,Sub-Saharan Africa
